date,601857,00883,spread,rolling_mean,rolling_std,zscore,cheap_leg,pair_direction
2018-12-17,5.63,6.300896,0.17675751134637463,0.17374965552521038,0.03278856513447433,0.09173490236087678,h,short_a_long_h
2018-12-18,5.56,6.042468,0.19882987348156655,0.1743627124933956,0.03256134158731746,0.7514174722364889,h,short_a_long_h
2018-12-19,5.44,5.903364,0.19624372518046274,0.1748203973003605,0.03247890046726729,0.6596075474196847,h,short_a_long_h
2018-12-20,5.42,5.823876,0.2037552275693626,0.17525345599126305,0.03251565038769183,0.8765554813840766,h,short_a_long_h
2018-12-21,5.39,5.804004,0.20102735823545648,0.17582906444509858,0.03235368574890849,0.7788384292880143,h,short_a_long_h
2018-12-24,5.41,5.81394,0.20331857963755828,0.1763594396493353,0.03227758460081958,0.8352279243205348,h,short_a_long_h
2018-12-27,5.26,5.843748,0.170977492317977,0.17663337638486057,0.03208913771121011,-0.17625540822518704,a,long_a_short_h
2018-12-28,5.25,5.953044,0.15377231379003664,0.17681150023732384,0.031900293995914486,-0.7222248939222271,a,long_a_short_h
2019-01-02,5.22,5.625064000000001,0.19483970224058833,0.17736243113688369,0.03163265938428601,0.5525071696117568,h,short_a_long_h
2019-01-03,5.25,5.704644000000001,0.1889694079335924,0.1779489385927438,0.03118304069235859,0.35341227462622565,h,short_a_long_h
2019-01-04,5.31,6.002724000000001,0.15827315910906936,0.1780945958303638,0.03104856370897709,-0.6384010837694065,a,long_a_short_h
2019-01-07,5.33,6.151856,0.14176718970837476,0.17799150534913386,0.031149149550190703,-1.162931128581561,a,long_a_short_h
2019-01-08,5.34,6.1816640000000005,0.1396499904090196,0.17785072457393702,0.031284779906510685,-1.2210645009833507,a,long_a_short_h
2019-01-09,5.34,6.320768,0.12127339957432604,0.17746427284272676,0.031695601278940756,-1.7728287522892066,a,long_a_short_h
2019-01-10,5.36,6.3704480000000006,0.11854651406063965,0.1770607821439237,0.03213551466972865,-1.8208598394848157,a,long_a_short_h
2019-01-11,5.38,6.3704480000000006,0.12227091315162197,0.17682653643248428,0.03243270569112645,-1.6821175451849109,a,long_a_short_h
2019-01-14,5.33,6.072368,0.152506794454903,0.17678809322859126,0.03245898400976216,-0.7480609610696862,a,long_a_short_h
